Unnamed: 0.1,right_node_type,pathStatusCount_standby,pathStatusCount_unknown,description,edge_id,scoreAfterVideo,deviceLogicalId,relation_type,source,source_ip,peerName,collection_timestamp,scoreAfterVoice,edgeName,edge_role,customerId,right_label,pathStatusCount_stable,peerType,left_id,peerHAType,pathStatusCount_unstable,pathStatusCount_total,left_node_type,link_type,edgeLogicalId,timestamp,_RDA_Id,pathQoe,count_,pathStatusCount_dead,right_id,modelNumber,customerTag,edge_ip,projectId,left_label,scoreAfterTrans,customeTag,__uuid
10,BRANCH,0.0,0.0,"#1346#  832 Oak Boulevard Street Biarritz New Zealand #2652#
192.178.154.85",MYOMNGSELMY01PVCE01#NLOMNGTAONE01VVCE01_SHA,0.882936522,dcabb371-67b1-4da7-8b71-60ac2bdd7e3d,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGSELMY01PVCE01,2024-04-10T08:18:13.558314,0.882936522,ACMEORGTAONE01VVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGSELMY01PVCE01,2.0,BRANCH,ACMEORGTAONE01VVCE01_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,dac905c9-efc9-4925-a508-477e77309d29,2024-09-04T05:21:01.974310,1743138029053000092ebe05cc,0.882936522,1,0.0,ACMEORGSELMY01PVCE01,kvm,DemoCustomer-1,10.10.170.23,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAONE01VVCE01_SHA,0.882936522,,79a8507e-b64d-49a2-991b-29bf8b38be12
11,HUB,0.0,0.0,"#1158#  984 Maple Avenue Tokyo New Zealand #1524#
222.13.57.155",EGOMNGCAIEG01PVCE01#GBOMNGLONGB24PVCE01_SHA,4.840909091,49f04271-f334-4151-b1c0-4564b3c05a11,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGLONGB24PVCE01_SHA,2024-04-10T08:18:13.544391,4.909090909,ACMEORGCAIEG01PVCE01,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGLONGB24PVCE01_SHA,2.0,HUB,ACMEORGCAIEG01PVCE01,ACTIVE_STANDBY,0.0,2.0,Edge,BRANCH-TO-HUB,8ca7ed1c-b80e-4647-8088-7b47acaf0be6,2024-09-04T05:21:01.974114,1743138029053000082ebe05cc,6.553030303,1,0.0,ACMEORGLONGB24PVCE01_SHA,edge620-n,DemoCustomer-1,10.10.40.196,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGCAIEG01PVCE01,9.909090909,,4cddc319-2154-4dde-8cf7-8a4c39d0f875
12,BRANCH,0.0,0.0,"#3518#  964 Main Street Geneva Canada #1288#
214.7.214.25
190.33.27.62
192.62.81.208",NZOMNGCHRNZ01PVCE01#USOMNGSJOCA01PVCE01_SHA,0.0,c9d9250b-fd64-4a2f-b91a-83f1d6a27b99,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGCHRNZ01PVCE01,2024-04-10T08:18:13.470690,0.0,ACMEORGSJOCA01PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGCHRNZ01PVCE01,2.0,BRANCH,ACMEORGSJOCA01PVCE01_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,a0eedaea-031f-439e-a709-3a835f2eb453,2024-09-04T05:21:01.973934,1743138029053000172ebe05cc,1.666666667,1,0.0,ACMEORGCHRNZ01PVCE01,edge3800,DemoCustomer-1,10.10.176.58,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGSJOCA01PVCE01_SHA,5.0,,8397584c-d670-4245-bc5d-9ea05f7ea395
13,BRANCH,0.0,0.0,"#3793#  977 Rue de Rivoli Lisbon US #3238#
8.28.41.203
71.187.151.126
69370 - 8635",NZOMNGWELNZ02PVCE01_EHA#USOMNGASHVA01PVCE01_SHA,0.0,e27704ef-bdf7-4dc0-8753-f8550c6e19f4,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGWELNZ02PVCE01_EHA,2024-04-10T08:18:13.337264,0.0,ACMEORGASHVA01PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGWELNZ02PVCE01_EHA,4.0,BRANCH,ACMEORGASHVA01PVCE01_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,HUB-TO-BRANCH,252d972b-e8dd-4f0e-8458-e8203a3d67a3,2024-09-04T05:21:01.973738,1743138029053000162ebe05cc,0.0,1,0.0,ACMEORGWELNZ02PVCE01_EHA,edge3800,DemoCustomer-1,10.10.147.94,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGASHVA01PVCE01_SHA,0.0,,9187aaf9-c02b-4784-b742-fbe0de1a3ffb
14,BRANCH,0.0,0.0,"#3120#  849 Rue de Rivoli House Paris Japan #3248#
208.176.191.30",INOMNGMUMIN05VCE01_EHA#SGOMNGTAOSG01VVCE01_SHA,5.0125,e33bd438-b787-435a-93fd-cec4529aad4e,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGMUMIN05VCE01_EHA,2024-04-10T08:18:13.508971,5.0125,ACMEORGTAOSG01VVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGMUMIN05VCE01_EHA,4.0,BRANCH,ACMEORGTAOSG01VVCE01_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,HUB-TO-BRANCH,bbeb9475-93c0-4251-85ca-7ad577a5c7c8,2024-09-04T05:21:01.973558,1743138029053000152ebe05cc,6.579166667,1,0.0,ACMEORGMUMIN05VCE01_EHA,kvm,DemoCustomer-1,10.10.89.183,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAOSG01VVCE01_SHA,9.7125,,4e7b7ea8-4313-462c-9283-09e0ec79f475
15,HUB,0.0,0.0,"#3384#  991 Via Roma Street Sydney South Korea #2972#
20.95.161.24
34.22.109.35
11.145.34.18",GBOMNGTHAUK01PVCE01_SHA#SGOMNGTAOSG01VVCE01_SHA,0.0,bbeb9475-93c0-4251-85ca-7ad577a5c7c8,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGTAOSG01VVCE01_SHA,2024-04-10T08:18:13.511786,0.0,ACMEORGTHAUK01PVCE01_SHA,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGTAOSG01VVCE01_SHA,4.0,HUB,ACMEORGTHAUK01PVCE01_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,BRANCH-TO-HUB,7986c05d-4414-4292-9aa3-1937e0449ab7,2024-09-04T05:21:01.973329,1743138029053000142ebe05cc,0.0,1,0.0,ACMEORGTAOSG01VVCE01_SHA,edge620,DemoCustomer-1,10.10.38.86,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTHAUK01PVCE01_SHA,0.0,,4c8909d8-8776-4a96-96cb-63c89b402360
16,BRANCH,0.0,0.0,"#3934#  765 Königstrasse Avenue Sydney Austria #1041#
159.8.76.65",AUOMNGTAOAU01VVCE02_SHA#USOMNGBURCA03PVCE01_EHA,10.0,4c84efbe-78f2-4e0d-983e-e5a73b1af3c0,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGBURCA03PVCE01_EHA,2024-04-10T08:18:13.328433,10.0,ACMEORGTAOAU01VVCE02_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGBURCA03PVCE01_EHA,4.0,BRANCH,ACMEORGTAOAU01VVCE02_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,HUB-TO-BRANCH,fd0a0f66-0a27-4a12-90e1-8405cec50e09,2024-09-04T05:21:01.973122,1743138029053000132ebe05cc,10.0,1,0.0,ACMEORGBURCA03PVCE01_EHA,kvm,DemoCustomer-1,10.10.146.51,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAOAU01VVCE02_SHA,10.0,,1a8383f4-fcac-49ee-82f2-26be3d41c499
17,BRANCH,0.0,0.0,"#1416#  766 Main Street Block Seoul Spain #1632#
9.161.225.19
189.153.221.125
67582 - 1332",KROMNGSEOKO03PVCE01#NLOMNGTAONE01VVCE01_SHA,4.0,8ad2bb0d-e463-48ca-92db-77a5b9f4f5aa,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGSEOKO03PVCE01,2024-04-10T08:18:13.187153,4.0,ACMEORGTAONE01VVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGSEOKO03PVCE01,2.0,BRANCH,ACMEORGTAONE01VVCE01_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,dac905c9-efc9-4925-a508-477e77309d29,2024-09-04T05:21:01.972922,1743138029053000222ebe05cc,4.0,1,0.0,ACMEORGSEOKO03PVCE01,kvm,DemoCustomer-1,10.10.170.23,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAONE01VVCE01_SHA,4.0,,184930db-71a1-4636-9bf3-5087a4d0b74d
18,BRANCH,0.0,0.0,"#2982#  101 Königstrasse Paris UAE #3497#
194.87.41.122
199.130.149.6
63020 - 4655",DKOMNGAARDN01PVCE01#GBOMNGLONGB24PVCE01_SHA,10.0,aadf9b4e-a558-45b7-85c6-bc13da3e84cc,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGAARDN01PVCE01,2024-04-10T08:18:13.167028,10.0,ACMEORGLONGB24PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGAARDN01PVCE01,2.0,BRANCH,ACMEORGLONGB24PVCE01_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,49f04271-f334-4151-b1c0-4564b3c05a11,2024-09-04T05:21:01.972713,1743138029053000212ebe05cc,10.0,1,0.0,ACMEORGAARDN01PVCE01,edge3800,DemoCustomer-1,10.10.181.69,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGLONGB24PVCE01_SHA,10.0,,592aff8f-fdaa-4dff-8745-f9687c8b259c
19,BRANCH,0.0,0.0,"#1988#  939 Rue de Rivoli Plaza Copenhagen France #1279#
145.177.146.119
160.37.118.153
186.63.122.109
69613 - 9182",BEOMNGBRUBE08PVCE01#USOMNGSJOCA01PVCE01_SHA,0.0,c78f1587-9310-4225-9a5c-de07d6656837,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGBRUBE08PVCE01,2024-04-10T08:18:13.571664,0.0,ACMEORGSJOCA01PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGBRUBE08PVCE01,0.0,BRANCH,ACMEORGSJOCA01PVCE01_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,a0eedaea-031f-439e-a709-3a835f2eb453,2024-09-04T05:21:01.972517,1743138029053000202ebe05cc,1.666666667,1,2.0,ACMEORGBRUBE08PVCE01,edge3800,DemoCustomer-1,10.10.176.58,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGSJOCA01PVCE01_SHA,5.0,,599d78af-22d1-48c2-854c-da9f52d66de1
20,BRANCH,0.0,0.0,"#1752#  172 Maple Avenue Block Sydney Belgium #2252#
8.103.196.235",AUOMNGTAOAU01VVCE02_SHA#ZAOMNGCATSA01VCE01,0.651234574,62f360f9-df70-4a4d-8926-c13bc9c5a350,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGCATSA01VCE01,2024-04-10T08:18:13.383084,0.651234574,ACMEORGTAOAU01VVCE02_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGCATSA01VCE01,0.0,BRANCH,ACMEORGTAOAU01VVCE02_SHA,,0.0,2.0,Edge,HUB-TO-BRANCH,fd0a0f66-0a27-4a12-90e1-8405cec50e09,2024-09-04T05:21:01.972341,1743138029053000192ebe05cc,0.651234574,1,2.0,ACMEORGCATSA01VCE01,kvm,DemoCustomer-1,10.10.146.51,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAOAU01VVCE02_SHA,0.651234574,,a536f294-ce66-43f4-977c-8e2b92345766
21,HUB,0.0,0.0,"#325#  TAO Node: TYO5
TAO vNF hostname: JPOMNITYO5-003VCE
TAO Compute Server: JPOMNITYO5-013CMP

TAO Node: TYO5
TAO vNF hostname: JPOMNITYO5-002VCE
TAO Compute Server: JPOMNITYO5-015CMP
192.166.11.163 186.247.143.219",GBOMNGTAOGB01VVCE01_SHA#USOMNGNYONY28PVCE01_SHA,5.0,8d75a21a-a578-4165-91e9-2c4ca34d5434,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGTAOGB01VVCE01_SHA,2024-04-10T08:18:13.261375,5.0,ACMEORGNYONY28PVCE01_SHA,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGTAOGB01VVCE01_SHA,4.0,HUB,ACMEORGNYONY28PVCE01_SHA,ACTIVE_STANDBY,0.0,4.0,Edge,BRANCH-TO-HUB,cee77780-c3b1-4f5e-951e-8d82bfb58cc6,2024-09-04T05:21:01.972152,1743138029053000182ebe05cc,6.666666667,1,0.0,ACMEORGTAOGB01VVCE01_SHA,edge3800,DemoCustomer-1,10.10.111.88,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGNYONY28PVCE01_SHA,10.0,,c8ac7286-8083-45f8-b098-8fdfdca67616
22,HUB,0.0,0.0,"#374#  TAO Node: TYO5
TAO vNF hostname: JPOMNITYO5-005VCE
TAO Compute Server: JPOMNITYO5-012CMP

TAO Node: TYO5
TAO vNF hostname: JPOMNITYO5-001VCE
TAO Compute Server: JPOMNITYO5-017CMP
167.246.69.160 211.155.121.189",ATOMNGVIEAT03PVCE01#GBOMNGTAOGB01VVCE01_SHA,10.0,8d75a21a-a578-4165-91e9-2c4ca34d5434,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGTAOGB01VVCE01_SHA,2024-04-10T08:18:13.230044,10.0,ACMEORGVIEAT03PVCE01,BRANCH,12ca77c142964b95a213079835b29f60,ACMEORGTAOGB01VVCE01_SHA,2.0,HUB,ACMEORGVIEAT03PVCE01,ACTIVE_STANDBY,0.0,2.0,Edge,BRANCH-TO-HUB,b194c880-fc71-4098-af50-f59e9840dca8,2024-09-04T05:21:01.971980,1743138029053000282ebe05cc,10.0,1,0.0,ACMEORGTAOGB01VVCE01_SHA,edge620,DemoCustomer-1,10.10.47.61,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGVIEAT03PVCE01,10.0,,f97a8461-91ed-4767-81c1-d10aba4d9d9a
23,BRANCH,0.0,0.0,"#3372#  957 Boulevard Saint-Michel Biarritz New Zealand #3743#
208.153.220.202
182.186.187.196
221.28.125.123
60844 - 2829",USOMNGASHVA01PVCE01_SHA#USOMNGSRXWI02PVCE01,10.0,9174ed07-78c7-4c49-8de9-a73fa2cc9e2d,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGSRXWI02PVCE01,2024-04-10T08:18:13.505394,10.0,ACMEORGASHVA01PVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGSRXWI02PVCE01,4.0,BRANCH,ACMEORGASHVA01PVCE01_SHA,,0.0,4.0,Edge,HUB-TO-BRANCH,252d972b-e8dd-4f0e-8458-e8203a3d67a3,2024-09-04T05:21:01.971807,1743138029053000272ebe05cc,10.0,1,0.0,ACMEORGSRXWI02PVCE01,edge3800,DemoCustomer-1,10.10.147.94,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGASHVA01PVCE01_SHA,10.0,,59281e18-359b-41fe-b0f6-a5cf2c76eadf
24,BRANCH,0.0,0.0,"#3469#  761 Broadway Madrid UK #1676#
9.99.237.96
28.199.98.11",BROMNGTAOSP2VVCE01_SHA#DEOMNGWOLGE01PVCE01_EHA,0.0,672c2206-682f-41da-91fe-796086201bef,connected-to,sdwan_peer,nw101-tsmdy.cloudnetwork.net,ACMEORGWOLGE01PVCE01_EHA,2024-04-10T08:18:13.475560,0.0,ACMEORGTAOSP2VVCE01_SHA,HUB,12ca77c142964b95a213079835b29f60,ACMEORGWOLGE01PVCE01_EHA,1.0,BRANCH,ACMEORGTAOSP2VVCE01_SHA,ACTIVE_STANDBY,0.0,1.0,Edge,HUB-TO-BRANCH,4712b401-1caa-499e-b691-20b402f2f5f8,2024-09-04T05:21:01.971637,1743138029053000262ebe05cc,0.0,1,0.0,ACMEORGWOLGE01PVCE01_EHA,kvm,DemoCustomer-1,10.10.196.62,1b54a440-bfbd-11ef-be99-0242ac120006,ACMEORGTAOSP2VVCE01_SHA,0.0,,e9bda332-d87f-4773-9046-3ce94e8cbf48
