Unnamed: 0,haLastContact,activationState,customInfo,deviceId,recentLinks_backupState,gateway_id,recentLinks_created,recentLinks_edgeId,source_ip,peerName,serviceState,recentLinks_operatorAlertsEnabled,state,bastionState,recentLinks_alertsEnabled,haPreviousState,recentLinks_serviceState,standbySystemUpSince,operatorAlertsEnabled,deviceFamily,softwareUpdated,node_label,recentLinks_logicalId,systemUpSince,serviceUpSince_days_category,softwareVersion,recentLinks_interface,recentLinks_lastEventState,timestamp,_RDA_Id,city,factorySoftwareVersion,recentLinks_vpnState,latitude,layer,collection_status,selfMacAddress,alertsEnabled,key,recentLinks_linkMode,recentLinks_networkType,serviceUpSince_days,edgeState,count_,serviceUpSince,recentLinks_lastEvent,recentLinks_org,recentLinks_effectiveState,modelNumber,enterpriseId,node_id,country,recentLinks_networkSide,gateway_softwareVersion,edge_id,source,activationKeyExpires,systemUpSince_days,collection_timestamp,isLive,node_type,isHub,recentLinks_displayName,modified,iconURL,gateway_name,longitude,recentLinks_lon,recentLinks_lastActive,serialNumber,unique_id,created,activationKey,lastContact,ingestion_id,name,recentLinks_userOverride,customerTag,edge_ip,projectId,recentLinks_state,recentLinks_lat,recentLinks_modified,haState,endpointPkiMode,recentLinks_isp,edgeName,recentLinks_id,edge_role,enterpriseLogicalId,activationTime,standbyServiceUpSince,gateway_state,systemUpSince_days_category,edgeStateTime,logicalId,recentLinks_internalId,recentLinks_overlayType,siteId,gateway_ip,factoryBuildNumber,recentLinks,haSerialNumber,standbyModelNumber,standbySoftwareVersion,platformFirmwareVersion,platformBuildNumber,standbyFactorySoftwareVersion,standbyFactoryBuildNumber,haMode,lteRegion,modemFirmwareVersion,modemBuildNumber,recentLinks_holdingEdgeSerialNumber,device_additional_ips,device_mgmt_ip,device_serial_number,system_vendor_os,device_hostname,device_version_summary,down_eth_ports,parent_pid,device_status,admin_down_eth_ports,device_ip,org_id,device_hostname_short,total_eth_ports,left_rows,up_eth_ports,device_model,device_object,device_fw_type,device_equip_type,device_fw_version,system_vendor_id,device_eq_description,device_location,target,system_vendor_sub_id,CLLI_code,parent_sn,target_ip,device_vendor,family,credential_id,device_contact,systemVendorName,sysUpTime,sysServices,sysObjectID,__uuid
99,2024-02-21T07:45:13.000Z,ACTIVATED,875 Pine Road Los Angeles Texas United States #8170,56472428-02FA-4765-9168-C6762CFC2DB3,UNCONFIGURED,42.0,2022-01-05T09:40:18.000Z,1592.0,nw164-zglbk.cloudnetwork.net,ACMEORGBIAFR01PVCE01,IN_SERVICE,1.0,FR,UNCONFIGURED,1.0,UNCONFIGURED,IN_SERVICE,0000-00-00 00:00:00.000,1.0,EDGE6X0,2023-04-22T16:48:46.000Z,ACMEORGBIAFR01PVCE01,70:fc:8c:13:31:e1:0000,2023-12-20T09:11:05.000Z,>100,4.5.1,GE4,STABLE,2024-09-04T05:20:56.199820,1743138561885000962ebe05cc,BIA,3.3.2,STABLE,42.7256,Network,Success,00:00:00:00:00:00,1.0,key,ACTIVE,ETHERNET,112.0,CONNECTED,1,2023-12-20T09:11:56.000Z,2024-04-10T02:00:23.000Z,SFR,STABLE,edge620,16.0,ACMEORGBIAFR01PVCE01,FR,WAN,5.4.0.0,1592.0,edge,2021-06-03T08:21:04.000Z,112.0,2024-04-10T08:00:17.284000,0.0,Edge,False,FiberTech,2024-04-05T01:53:46.000Z,Device,vcg46-fra3,9.4694,5.3861,2024-04-10T07:59:46.000Z,H6QJPK2,"1592,FROMNGBIAFR01PVCE01",2021-05-04T08:21:03.000Z,YDRA-PKKE-7QR3-A7XA,2024-04-10T07:59:51.920Z,941b8889f11e7bc494f9baec6a09a12e,ACMEORGBIAFR01PVCE01,0.0,DemoCustomer-1,10.10.219.69,1b54a440-bfbd-11ef-be99-0242ac120006,STABLE,43.295101,2024-04-10T07:59:46.000Z,UNCONFIGURED,CERTIFICATE_DISABLED,SFR,ACMEORGBIAFR01PVCE01,11983.0,BRANCH,d597de76-4c56-494d-a90f-8a78f6c6f270,2021-05-17T09:59:28.000Z,0000-00-00 00:00:00.000,CONNECTED,>100,0000-00-00 00:00:00,899ce443-a1f3-44bc-af53-eef02d7af80d,00000004-a1f3-44bc-af53-eef02d7af80d,IPv4,1607.0,10.10.103.46,R332-20200129-MR-6X0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc97bd31-5816-4985-b479-3696752693e8
100,2024-02-21T07:45:18.000Z,ACTIVATED,424 Pine Road Dallas IL Canada #9372,3F87F8D8-669C-459E-83EA-53C1E87BA066,UNCONFIGURED,29.0,2022-10-18T13:31:22.000Z,7440.0,nw164-zglbk.cloudnetwork.net,ACMEORGBHUIN01VCE01,IN_SERVICE,1.0,IN,UNCONFIGURED,1.0,UNCONFIGURED,IN_SERVICE,0000-00-00 00:00:00.000,1.0,EDGE6X0,2022-10-18T13:30:45.000Z,ACMEORGBHUIN01VCE01,6c:6c:d3:38:f7:44:0000,2024-03-28T06:17:27.000Z,<30,4.5.1,GE3,STABLE,2024-09-04T05:20:56.198557,1743138561885000972ebe05cc,BHU,4.3.0,STABLE,25.276987,Network,Success,00:00:00:00:00:00,1.0,key,ACTIVE,ETHERNET,13.0,CONNECTED,1,2024-03-28T06:18:02.000Z,2024-04-08T03:22:58.000Z,Airtel,STABLE,edge620,16.0,ACMEORGBHUIN01VCE01,IN,WAN,5.4.0.0,7440.0,edge,2022-11-13T15:39:54.000Z,13.0,2024-04-10T08:00:17.284000,0.0,Edge,False,InfoStream,2024-04-08T03:24:15.000Z,Device,vcg17-chn1,82.999982,92.684097,2024-04-10T07:55:21.000Z,JY6NV43,"7440,INOMNGBHUIN01VCE01",2022-10-14T15:39:53.000Z,Q8LB-6L6A-5X3V-UGMJ,2024-04-10T07:59:46.804Z,941b8889f11e7bc494f9baec6a09a12e,ACMEORGBHUIN01VCE01,1.0,DemoCustomer-1,10.10.213.100,1b54a440-bfbd-11ef-be99-0242ac120006,STABLE,24.2279,2024-04-10T07:55:21.000Z,UNCONFIGURED,CERTIFICATE_OPTIONAL,Airtel,ACMEORGBHUIN01VCE01,19885.0,BRANCH,d597de76-4c56-494d-a90f-8a78f6c6f270,2022-10-18T13:26:38.000Z,0000-00-00 00:00:00.000,CONNECTED,<30,0000-00-00 00:00:00,361069f2-8e52-46a4-b5f8-57822db3a5dc,00000003-8e52-46a4-b5f8-57822db3a5dc,IPv4,7494.0,10.10.70.28,R430-20210310-6x0-MR-GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f8e55ff-3124-464c-b163-d1d98e93c3d8
101,2024-02-21T07:45:25.000Z,ACTIVATED,728 Oxford Street London UK #6252,2E2F3B23-74EB-4568-ADAA-1C380FCDFC25,UNCONFIGURED,42.0,2022-02-23T10:25:03.000Z,4569.0,nw164-zglbk.cloudnetwork.net,ACMEORGBONGE01PVCE01,IN_SERVICE,1.0,GE,UNCONFIGURED,1.0,UNCONFIGURED,IN_SERVICE,0000-00-00 00:00:00.000,1.0,EDGE6X0,2023-04-22T16:44:31.000Z,ACMEORGBONGE01PVCE01,b0:c5:3c:57:79:d6:0000,2023-04-22T16:44:06.000Z,>100,4.5.1,GE4,STABLE,2024-09-04T05:20:56.197289,1743138561885000982ebe05cc,BON,3.3.2,STABLE,50.7374,Network,Success,00:00:00:00:00:00,1.0,key,ACTIVE,ETHERNET,326.0,CONNECTED,1,2023-05-20T19:31:28.000Z,2024-03-11T01:47:17.000Z,Versatel Deutschland,STABLE,edge620,16.0,ACMEORGBONGE01PVCE01,DE,WAN,5.4.0.0,4569.0,edge,2022-03-05T13:51:15.000Z,354.0,2024-04-10T08:00:17.284000,0.0,Edge,False,Broadband Plus,2024-02-21T07:45:25.000Z,Device,vcg46-fra3,7.0982,9.996,2024-04-10T07:55:30.000Z,37QJPK2,"4569,DEOMNGBONGE01PVCE01",2022-02-03T13:51:15.000Z,GWDE-23CV-DWMH-FJKY,2024-04-10T08:00:04.646Z,941b8889f11e7bc494f9baec6a09a12e,ACMEORGBONGE01PVCE01,0.0,DemoCustomer-1,10.10.156.162,1b54a440-bfbd-11ef-be99-0242ac120006,STABLE,53.554401,2024-04-10T07:55:30.000Z,UNCONFIGURED,CERTIFICATE_OPTIONAL,Versatel Deutschland,ACMEORGBONGE01PVCE01,13683.0,BRANCH,d597de76-4c56-494d-a90f-8a78f6c6f270,2022-02-23T10:10:43.000Z,0000-00-00 00:00:00.000,CONNECTED,>100,0000-00-00 00:00:00,ca873b0b-f655-4fde-9278-670f96ce0a77,00000004-f655-4fde-9278-670f96ce0a77,IPv4,4612.0,10.10.103.46,R332-20200129-MR-6X0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5502c3a3-9614-4dfe-943b-0bd64069f17c
102,0000-00-00 00:00:00,PENDING,544 Market Street New York FL Canada #7280,,,,,,nw191-jfgiw.cloudnetwork.net,,IN_SERVICE,,M-,UNCONFIGURED,,UNCONFIGURED,,0000-00-00 00:00:00.000,1.0,VIRTUAL_EDGE,0000-00-00 00:00:00,ACMEORG0-SM-1302,,2022-05-12T18:27:35.000Z,>100,Not Available,,,2024-09-04T05:20:56.196108,1743138561885000992ebe05cc,0-S,,,,Network,Success,00:00:00:00:00:00,1.0,key,,,0.0,NEVER_ACTIVATED,1,0000-00-00 00:00:00,,,,virtual,484.0,ACMEORG0-SM-1302,WB,,,2961.0,edge,2022-07-16T16:27:09.000Z,698.0,2024-04-09T21:35:55.628000,0.0,Edge,False,,2022-06-16T16:27:09.000Z,Device,,,,,,"2961,WB-V250-SM-1302",2022-05-12T18:27:34.000Z,MKUV-XR37-RR5N-YTN5,0000-00-00 00:00:00,6ff478612a55ff0b22bfd9b162151084,ACMEORG0-SM-1302,,DemoCustomer-1,,1b54a440-bfbd-11ef-be99-0242ac120006,,,,UNCONFIGURED,CERTIFICATE_OPTIONAL,,ACMEORG0-SM-1302,,Not Available,afb7efae-7bd6-46c7-88d2-0a02c918e573,2022-05-12T18:27:35.000Z,0000-00-00 00:00:00.000,,>100,0000-00-00 00:00:00,fb85e354-4b5a-45f1-bb19-88b1754412c0,,,2990.0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4eb59924-934b-433c-9fca-5e7724d0bd46
103,2024-02-21T07:45:14.000Z,ACTIVATED,292 Wall Street Philadelphia Florida Japan #3851,8641C077-2816-4EF8-8173-789DB615490D,UNCONFIGURED,21.0,2022-09-14T07:15:23.000Z,6962.0,nw164-zglbk.cloudnetwork.net,ACMEORGSEOKO03PVCE01,IN_SERVICE,1.0,KO,UNCONFIGURED,1.0,UNCONFIGURED,IN_SERVICE,0000-00-00 00:00:00.000,1.0,EDGE6X0,2022-09-14T07:29:58.000Z,ACMEORGSEOKO03PVCE01,a4:7b:2c:38:2b:68:0000,2023-07-20T23:32:14.000Z,30-100,4.5.1,GE3,STABLE,2024-09-04T05:20:56.194993,1743138561885001002ebe05cc,SEO,3.3.2,STABLE,37.5665,Network,Success,00:00:00:00:00:00,1.0,key,ACTIVE,ETHERNET,34.0,CONNECTED,1,2024-03-07T04:25:52.000Z,2024-03-07T04:26:22.000Z,Korea Telecom,STABLE,edge680,16.0,ACMEORGSEOKO03PVCE01,KR,WAN,5.4.0.0,6962.0,edge,2022-10-13T17:50:56.000Z,264.0,2024-04-10T08:00:17.284000,0.0,Edge,False,RapidNet,2024-03-07T04:27:45.000Z,Device,vcg18-icn1,126.978,126.993698,2024-04-10T08:00:09.000Z,3NZ8V43,"6962,KROMNGSEOKO03PVCE01",2022-09-13T17:50:56.000Z,XK4C-FL84-EHJC-YAHD,2024-04-10T07:59:55.071Z,941b8889f11e7bc494f9baec6a09a12e,ACMEORGSEOKO03PVCE01,0.0,DemoCustomer-1,10.10.219.90,1b54a440-bfbd-11ef-be99-0242ac120006,STABLE,37.557598,2024-04-10T08:00:09.000Z,UNCONFIGURED,CERTIFICATE_OPTIONAL,Korea Telecom,ACMEORGSEOKO03PVCE01,18660.0,BRANCH,d597de76-4c56-494d-a90f-8a78f6c6f270,2022-09-14T07:07:08.000Z,0000-00-00 00:00:00.000,CONNECTED,>100,0000-00-00 00:00:00,8ad2bb0d-e463-48ca-92db-77a5b9f4f5aa,00000003-e463-48ca-92db-77a5b9f4f5aa,IPv4,7016.0,10.10.14.186,R332-20200527-MR-6X0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ef4a664-a40f-40ff-be72-ecec60ab9228
104,0000-00-00 00:00:00,ACTIVATED,544 Market Street New York FL Canada #7280,62894476-207e-c647-9ed9-f86f3741c6c3,,4.0,,,nw191-jfgiw.cloudnetwork.net,,IN_SERVICE,,71,UNCONFIGURED,,UNCONFIGURED,,2024-04-03T15:42:29.000Z,1.0,EDGE7X0,2024-04-03T19:03:05.000Z,ACMEORGLO-710-316/317,,2024-04-03T19:01:44.000Z,<30,5.2.3.0,,,2024-09-04T05:20:56.188564,1743138561885001012ebe05cc,LO-,5.2.1.0,,,Network,Success,88:dc:97:24:c6:41,1.0,key,,,6.0,OFFLINE,1,2024-04-03T19:04:39.000Z,,,,edge710,484.0,ACMEORGLO-710-316/317,OT,,5.4.0.0,10819.0,edge,2024-05-03T18:50:03.000Z,6.0,2024-04-09T21:35:55.628000,0.0,Edge,False,,2024-04-03T20:15:15.000Z,Device,vcg31-nyc4,,,,VC07102337000355,"10819,OTT-VELO-710-316/317",2024-03-14T17:50:01.000Z,35JS-T3WS-Z322-JUY4,2024-04-03T20:12:47.574Z,6ff478612a55ff0b22bfd9b162151084,ACMEORGLO-710-316/317,,DemoCustomer-1,,1b54a440-bfbd-11ef-be99-0242ac120006,,,,UNCONFIGURED,CERTIFICATE_REQUIRED,,ACMEORGLO-710-316/317,,Not Available,afb7efae-7bd6-46c7-88d2-0a02c918e573,2024-03-14T20:13:35.000Z,2024-04-03T15:43:35.392Z,CONNECTED,<30,0000-00-00 00:00:00,17109247-00ce-4982-a13d-07cf771a48b1,,,10903.0,10.10.25.31,R5210-20230803-MR-GA,[],,edge710,5.2.3.0,,,5.2.1.0,R5210-20230803-MR-GA,standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e1aa764-762d-46f9-a3dd-9091cc0dbf3c
105,2024-02-21T07:45:37.000Z,ACTIVATED,10 Oak Boulevard San Diego MI Canada #9373,DCD5257D-887C-4666-BCA3-E107276550EC,UNCONFIGURED,29.0,2022-11-21T15:10:23.000Z,7850.0,nw164-zglbk.cloudnetwork.net,ACMEORGVACMA01PVCE01_EHA,IN_SERVICE,1.0,MA,UNCONFIGURED,1.0,FAILED,IN_SERVICE,0000-00-00 00:00:00.000,1.0,EDGE6X0,2022-11-21T14:58:54.000Z,ACMEORGVACMA01PVCE01_EHA,c4:c6:03:b0:48:01:0000,2022-11-21T14:56:10.000Z,>100,4.5.1,GE4,STABLE,2024-09-04T05:20:56.187416,1743138561885001022ebe05cc,VAC,4.3.0,STABLE,-20.348404,Network,Success,00:00:00:00:00:00,1.0,key,ACTIVE,ETHERNET,287.0,CONNECTED,1,2023-06-28T11:20:53.000Z,2023-12-20T08:46:46.000Z,Mauritius Telecom Ltd,STABLE,edge620,16.0,ACMEORGVACMA01PVCE01_EHA,MU,WAN,5.4.0.0,7850.0,edge,2022-12-20T20:16:45.000Z,506.0,2024-04-10T08:00:17.284000,0.0,Edge,False,TechLink,2024-04-09T10:45:45.000Z,Device,vcg17-chn1,57.552152,57.5522,2024-04-10T07:55:24.000Z,8VKHV43,"7850,MUOMNGVACMA01PVCE01_EHA",2022-11-20T20:16:44.000Z,USJV-JVGT-KKMY-F3L4,2024-04-10T08:00:10.571Z,941b8889f11e7bc494f9baec6a09a12e,ACMEORGVACMA01PVCE01_EHA,0.0,DemoCustomer-1,10.10.174.149,1b54a440-bfbd-11ef-be99-0242ac120006,STABLE,-20.0184,2024-04-10T07:55:24.000Z,READY,CERTIFICATE_OPTIONAL,Mauritius Telecom Ltd,ACMEORGVACMA01PVCE01_EHA,21042.0,BRANCH,d597de76-4c56-494d-a90f-8a78f6c6f270,2022-11-21T14:49:03.000Z,0000-00-00 00:00:00.000,CONNECTED,>100,0000-00-00 00:00:00,4606be68-4547-4be6-afb3-58f1893e5863,00000004-4547-4be6-afb3-58f1893e5863,IPv4,7905.0,10.10.70.28,R430-20210310-6x0-MR-GA,,BSKHV43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc793f13-f453-4186-9116-a9ca8b547261
106,2024-02-21T07:45:34.000Z,ACTIVATED,946 Maple Drive San Diego TX Canada #6060,E304942B-494D-4A53-A974-2C666BB40342,UNCONFIGURED,42.0,2022-11-25T11:50:25.000Z,7854.0,nw164-zglbk.cloudnetwork.net,ACMEORGGJEDSA02VCE01,IN_SERVICE,1.0,DS,UNCONFIGURED,1.0,UNCONFIGURED,IN_SERVICE,0000-00-00 00:00:00.000,1.0,EDGE6X0,2022-11-25T11:29:29.000Z,ACMEORGGJEDSA02VCE01,e0:cc:7a:3b:e6:a9:0000,2023-11-04T16:26:22.000Z,30-100,4.5.1,GE5,STABLE,2024-09-04T05:20:56.186177,1743138561885001032ebe05cc,GJE,4.3.0,STABLE,26.2361,Network,Success,00:00:00:00:00:00,1.0,key,ACTIVE,ETHERNET,65.0,CONNECTED,1,2024-02-05T08:37:44.000Z,2024-03-27T01:36:00.000Z,Mobily,STABLE,edge620-n,16.0,ACMEORGGJEDSA02VCE01,SA,WAN,5.4.0.0,7854.0,edge,2022-12-21T08:00:02.000Z,158.0,2024-04-10T08:00:17.284000,0.0,Edge,False,InfoStream,2024-04-04T01:53:15.000Z,Device,vcg46-fra3,50.5831,39.192001,2024-04-10T08:00:10.000Z,2PWLV43,"7854,SAUOMNGJEDSA02VCE01",2022-11-21T08:00:02.000Z,QPEB-RUP6-HGFX-HVPJ,2024-04-10T07:59:52.942Z,941b8889f11e7bc494f9baec6a09a12e,ACMEORGGJEDSA02VCE01,0.0,DemoCustomer-1,10.10.59.246,1b54a440-bfbd-11ef-be99-0242ac120006,STABLE,21.4849,2024-04-10T08:00:10.000Z,UNCONFIGURED,CERTIFICATE_DISABLED,Mobily,ACMEORGGJEDSA02VCE01,21174.0,BRANCH,d597de76-4c56-494d-a90f-8a78f6c6f270,2022-11-25T11:25:51.000Z,0000-00-00 00:00:00.000,CONNECTED,>100,0000-00-00 00:00:00,5449066c-4a14-4c81-82c3-8aaa219b321b,00000005-4a14-4c81-82c3-8aaa219b321b,IPv4,7909.0,10.10.103.46,R430-20210607-6x0-MR-GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29a1d314-fc47-4d92-8b11-25ba078247ae
107,2024-02-21T07:45:14.000Z,ACTIVATED,962 Broadway San Diego MI Japan #5977,57134FDB-42CB-44AE-A01B-758EBFE92F8B,UNCONFIGURED,42.0,2022-10-06T16:30:16.000Z,5192.0,nw164-zglbk.cloudnetwork.net,ACMEORGJOHSA03PVCE01_EHA,IN_SERVICE,1.0,SA,UNCONFIGURED,1.0,FAILED,IN_SERVICE,0000-00-00 00:00:00.000,1.0,EDGE6X0,2023-03-18T17:30:07.000Z,ACMEORGJOHSA03PVCE01_EHA,04:bd:97:1a:0b:91:0000,2023-06-22T08:40:43.000Z,>100,4.5.1,GE4,STABLE,2024-09-04T05:20:56.184932,1743138561885001042ebe05cc,JOH,3.3.2,STABLE,-26.2041,Network,Success,00:00:00:00:00:00,1.0,key,ACTIVE,ETHERNET,147.0,CONNECTED,1,2023-11-14T21:46:47.000Z,2024-04-09T10:24:11.000Z,Vodacom Business,STABLE,edge680,16.0,ACMEORGJOHSA03PVCE01_EHA,ZA,WAN,5.4.0.0,5192.0,edge,2022-06-04T06:22:31.000Z,293.0,2024-04-10T08:00:17.284000,0.0,Edge,False,DataLink,2024-04-09T10:45:45.000Z,Device,vcg46-fra3,28.0473,18.412901,2024-04-10T07:55:19.000Z,1PM9V43,"5192,ZAOMNGJOHSA03PVCE01_EHA",2022-04-01T21:04:42.000Z,3DZ8-VYJ5-ALKL-8B7G,2024-04-10T08:00:03.003Z,941b8889f11e7bc494f9baec6a09a12e,ACMEORGJOHSA03PVCE01_EHA,0.0,DemoCustomer-1,10.10.125.168,1b54a440-bfbd-11ef-be99-0242ac120006,STABLE,-33.914001,2024-04-10T07:55:19.000Z,READY,CERTIFICATE_OPTIONAL,Vodacom Business,ACMEORGJOHSA03PVCE01_EHA,19441.0,BRANCH,d597de76-4c56-494d-a90f-8a78f6c6f270,2022-05-05T09:09:52.000Z,0000-00-00 00:00:00.000,CONNECTED,>100,0000-00-00 00:00:00,68b137f3-0f1b-43a2-9570-cf05b0c0ed4d,00000004-0f1b-43a2-9570-cf05b0c0ed4d,IPv4,5235.0,10.10.103.46,R332-20200527-MR-6X0,,8XW9V43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8019d87-d3fb-4822-9248-f7aa1f77eee4
108,2024-02-21T07:45:23.000Z,ACTIVATED,104 Cedar Lane San Antonio TX Australia #1240,44426058-78C2-4EC4-A0FE-17BB7A7A53EF,UNCONFIGURED,38.0,2022-02-14T19:35:11.000Z,4453.0,nw164-zglbk.cloudnetwork.net,ACMEORGMONQC07PVCE01_EHA,IN_SERVICE,1.0,QC,UNCONFIGURED,1.0,FAILED,IN_SERVICE,0000-00-00 00:00:00.000,1.0,EDGE6X0,2023-04-23T02:36:46.000Z,ACMEORGMONQC07PVCE01_EHA,44:aa:50:6b:34:d6:0000,2023-12-08T02:08:05.000Z,>100,4.5.1,GE4,STABLE,2024-09-04T05:20:56.178570,1743138561885001052ebe05cc,MON,3.3.2,STABLE,45.5017,Network,Success,00:00:00:00:00:00,1.0,key,ACTIVE,ETHERNET,124.0,CONNECTED,1,2023-12-08T02:10:51.000Z,2023-12-11T22:07:45.000Z,Telus Communications,STABLE,edge680,16.0,ACMEORGMONQC07PVCE01_EHA,CA,WAN,5.4.0.0,4453.0,edge,2022-02-20T20:02:58.000Z,124.0,2024-04-10T08:00:17.284000,0.0,Edge,False,NetConnect,2024-02-21T07:45:23.000Z,Device,vcg50-nyc4,-73.5673,-73.586304,2024-04-10T07:55:01.000Z,4S26V43,"4453,CAOMNGMONQC07PVCE01_EHA",2022-01-21T20:02:58.000Z,YPYB-JMDW-BJZ3-54AC,2024-04-10T08:00:15.513Z,941b8889f11e7bc494f9baec6a09a12e,ACMEORGMONQC07PVCE01_EHA,0.0,DemoCustomer-1,10.10.102.68,1b54a440-bfbd-11ef-be99-0242ac120006,STABLE,45.5312,2024-04-10T07:55:01.000Z,READY,CERTIFICATE_OPTIONAL,Telus Communications,ACMEORGMONQC07PVCE01_EHA,13292.0,BRANCH,d597de76-4c56-494d-a90f-8a78f6c6f270,2022-02-14T19:30:51.000Z,0000-00-00 00:00:00.000,CONNECTED,>100,0000-00-00 00:00:00,f7724682-377f-425b-8509-07e368699174,00000004-377f-425b-8509-07e368699174,IPv4,4496.0,10.10.25.50,R332-20200129-MR-6X0,,7Q26V43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f8ac708-90fa-44ae-9ec0-579a64a04ab0
109,0000-00-00 00:00:00,PENDING,544 Market Street New York FL Canada #7280,,,,,,nw191-jfgiw.cloudnetwork.net,,IN_SERVICE,,38,UNCONFIGURED,,UNCONFIGURED,,0000-00-00 00:00:00.000,1.0,EDGE3X00,0000-00-00 00:00:00,ACMEORGLO-3810-314,,2022-02-28T23:02:31.000Z,>100,Not Available,,,2024-09-04T05:20:56.177307,1743138561885001062ebe05cc,LO-,,,,Network,Success,00:00:00:00:00:00,1.0,key,,,0.0,NEVER_ACTIVATED,1,0000-00-00 00:00:00,,,,edge3X10,484.0,ACMEORGLO-3810-314,OT,,,2143.0,edge,2022-03-30T23:02:31.000Z,771.0,2024-04-09T21:35:55.628000,0.0,Edge,False,,2022-03-04T17:49:59.000Z,Device,,,,,,"2143,OTT-VELO-3810-314",2022-02-28T23:02:30.000Z,CVFC-HS4A-CHJB-VTAV,0000-00-00 00:00:00,6ff478612a55ff0b22bfd9b162151084,ACMEORGLO-3810-314,,DemoCustomer-1,,1b54a440-bfbd-11ef-be99-0242ac120006,,,,UNCONFIGURED,CERTIFICATE_OPTIONAL,,ACMEORGLO-3810-314,,Not Available,afb7efae-7bd6-46c7-88d2-0a02c918e573,2022-02-28T23:02:31.000Z,0000-00-00 00:00:00.000,,>100,0000-00-00 00:00:00,931e2809-f287-4976-a5dc-279569960232,,,2169.0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc629930-0a24-4893-8be7-134af373d5d8
110,0000-00-00 00:00:00,PENDING,544 Market Street New York FL Canada #7280,,,,,,nw191-jfgiw.cloudnetwork.net,,IN_SERVICE,,20,UNCONFIGURED,,UNCONFIGURED,,0000-00-00 00:00:00.000,1.0,EDGE1000,0000-00-00 00:00:00,ACMEORGLO-2000-312,,2022-02-28T23:06:05.000Z,>100,Not Available,,,2024-09-04T05:20:56.176230,1743138561885001072ebe05cc,LO-,,,,Network,Success,00:00:00:00:00:00,1.0,key,,,0.0,NEVER_ACTIVATED,1,0000-00-00 00:00:00,,,,edge1000qat,484.0,ACMEORGLO-2000-312,OT,,,2147.0,edge,2022-03-30T23:06:05.000Z,771.0,2024-04-10T01:00:10.329000,0.0,Edge,False,,2022-03-04T17:49:20.000Z,Device,,,,,,"2147,OTT-VELO-2000-312",2022-02-28T23:06:05.000Z,VD2R-TYDG-ZRV6-SDRW,0000-00-00 00:00:00,62c038d51c8294ca7e70243eeda47da7,ACMEORGLO-2000-312,,DemoCustomer-1,,1b54a440-bfbd-11ef-be99-0242ac120006,,,,UNCONFIGURED,CERTIFICATE_OPTIONAL,,ACMEORGLO-2000-312,,Not Available,afb7efae-7bd6-46c7-88d2-0a02c918e573,2022-02-28T23:06:05.000Z,0000-00-00 00:00:00.000,,>100,0000-00-00 00:00:00,43913c49-6aa8-461d-ab9b-2852e27d34b8,,,2173.0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dcddda5-56d4-4000-ba00-2377e7fe9bb5
